age,income,budget,phn_no,mail,rented_house,insurance,occupation
61,68273,2138,727-965-3382,drew.patel455@example.com,no,no,consultant
32,84296,3385,390-384-2059,drew.williams4@example.com,no,yes,healthcare
31,79495,2222,423-562-1394,jordan.garcia594@example.com,no,no,developer
23,78800,3091,666-148-3510,dakota.taylor245@example.com,no,yes,consultant
54,69417,2626,412-454-7486,jamie.miller549@example.com,yes,yes,engineer
49,28129,1564,154-411-8064,morgan.williams398@example.com,no,yes,analyst
20,68073,2327,741-187-6439,aidan.williams244@example.com,yes,no,operations
20,66217,2064,489-951-3317,jordan.williams847@example.com,yes,yes,sales
39,81864,2811,971-559-7982,jordan.moore793@example.com,no,yes,customer_service
39,55696,2334,284-464-4613,sam.jackson850@example.com,yes,no,designer
27,65920,2472,819-107-9845,jamie.jackson644@example.com,no,yes,operations
20,66614,1225,,logan.anderson962@example.com,yes,yes,analyst
29,49324,986,513-231-5418,alex.white171@example.com,yes,yes,engineer
46,39628,2267,201-894-7218,dakota.jones26@example.com,yes,yes,driver
65,73416,2372,199-843-7379,jordan.miller212@example.com,no,no,healthcare
34,87171,1201,368-987-4638,taylor.taylor655@example.com,yes,no,designer
24,51252,2743,353-826-5424,riley.williams902@example.com,yes,yes,engineer
30,60209,2784,935-398-6927,logan.white165@example.com,yes,no,technician
19,83250,2348,469-770-1258,casey.martinez639@example.com,yes,yes,customer_service
21,85388,2215,327-476-1144,logan.miller939@example.com,no,yes,manager
27,70091,996,179-138-3753,morgan.miller42@example.com,no,yes,technician
56,74112,980,808-196-9437,dakota.jackson781@example.com,no,no,engineer
41,76705,2575,432-687-8570,aidan.anderson656@example.com,no,yes,accountant
34,80643,1413,864-377-7119,drew.jackson554@example.com,no,no,engineer
23,41429,1480,107-463-1251,riley.anderson38@example.com,yes,yes,marketing
36,107179,2465,995-117-4313,jordan.anderson834@example.com,no,yes,accountant
22,71028,4136,352-103-2448,lee.harris705@example.com,no,yes,technician
49,81056,1822,848-278-9203,alex.robinson645@example.com,no,no,engineer
27,48240,4148,979-392-9961,sam.martinez542@example.com,no,yes,engineer
26,60910,2128,358-528-7740,aidan.patel607@example.com,no,yes,consultant
44,73294,2736,394-432-4183,riley.johnson427@example.com,no,yes,healthcare
30,25303,3112,305-321-6389,blake.brown32@example.com,no,yes,designer
36,45175,3181,652-139-3552,maya.williams451@example.com,no,no,teacher
38,49044,2522,700-712-6423,devon.davis195@example.com,yes,yes,operations
41,36870,1982,621-828-8477,morgan.jackson298@example.com,yes,no,designer
55,67334,2987,774-763-3352,lee.martinez382@example.com,no,yes,marketing
21,63370,2603,525-558-7739,devon.white517@example.com,yes,yes,manager
41,96322,1786,301-661-7555,morgan.garcia483@example.com,yes,yes,designer
52,40345,3539,319-254-2632,morgan.harris982@example.com,yes,yes,healthcare
20,70164,2635,423-710-8557,jordan.thomas608@example.com,no,yes,technician
21,45638,1488,285-233-5944,dakota.lewis699@example.com,no,yes,analyst
54,27223,1377,246-212-7076,taylor.harris279@example.com,no,no,analyst
57,77932,4061,628-532-7530,jordan.smith230@example.com,no,yes,driver
65,79753,1732,465-133-9253,morgan.robinson512@example.com,no,yes,accountant
52,77147,2915,543-295-5182,jordan.jackson362@example.com,no,no,developer
48,36037,2558,990-734-6246,jordan.thomas392@example.com,no,yes,designer
61,66839,2883,949-261-3860,logan.jackson964@example.com,yes,yes,operations
42,78142,4016,430-458-7395,taylor.wilson326@example.com,yes,no,developer
57,85948,3147,108-862-6358,kelly.jones731@example.com,no,no,engineer
30,78822,2994,134-877-8783,dakota.johnson275@example.com,no,yes,operations
21,86233,2013,482-768-3757,sam.thomas106@example.com,yes,yes,sales
63,88482,1569,822-829-8368,jamie.brown428@example.com,no,yes,technician
31,67307,4498,332-727-4567,logan.davis748@example.com,yes,yes,analyst
30,75968,2160,912-176-6337,jordan.robinson503@example.com,no,yes,analyst
44,86993,2099,473-152-6715,blake.miller861@example.com,no,yes,healthcare
23,73583,2474,357-231-2734,jordan.smith806@example.com,yes,no,operations
34,91378,2382,886-966-4466,chris.johnson940@example.com,yes,no,developer
53,84239,3713,694-348-7212,blake.williams390@example.com,no,no,marketing
57,51086,2713,753-522-3699,morgan.garcia259@example.com,yes,no,analyst
52,36268,956,991-439-3421,riley.wilson992@example.com,no,yes,analyst
34,65425,1573,984-373-7400,jamie.jones496@example.com,no,yes,driver
58,39015,2210,974-615-4339,jordan.wilson592@example.com,yes,yes,designer
19,66829,3174,456-946-3355,maya.miller766@example.com,no,yes,marketing
30,64837,756,966-701-3779,lee.williams417@example.com,no,no,teacher
19,93620,2669,897-793-3538,sam.jones768@example.com,no,no,teacher
45,76111,2895,738-737-5075,blake.white578@example.com,no,no,engineer
60,86515,3038,806-297-2374,devon.patel382@example.com,yes,no,technician
43,54229,2124,317-107-6350,jordan.anderson875@example.com,yes,yes,engineer
39,98653,3197,802-192-9848,lee.jones826@example.com,no,no,technician
64,84660,1426,115-724-8980,kelly.martinez410@example.com,yes,yes,accountant
60,74404,3098,295-563-3962,kelly.miller611@example.com,yes,yes,teacher
20,25256,2141,917-304-3875,morgan.moore284@example.com,yes,no,accountant
52,90932,2241,679-226-9351,taylor.white171@example.com,no,no,developer
29,104013,2230,600-565-3895,chris.smith753@example.com,no,no,operations
41,65248,2818,956-597-1463,lee.garcia587@example.com,no,yes,developer
22,65698,1150,441-607-6783,jamie.moore622@example.com,yes,no,marketing
37,53633,3041,383-250-2021,chris.brown728@example.com,no,yes,driver
56,29102,3027,674-985-3942,jordan.miller528@example.com,no,yes,customer_service
56,52634,1914,795-312-7728,blake.taylor89@example.com,no,yes,marketing
30,101507,2202,421-895-1665,logan.williams791@example.com,no,yes,customer_service
58,88738,1384,287-671-1767,devon.moore187@example.com,no,yes,analyst
62,48000,1098,282-483-2337,jordan.harris359@example.com,no,yes,sales
29,52275,2388,137-401-5059,drew.thomas291@example.com,yes,no,designer
30,111972,2394,468-199-2411,blake.jackson217@example.com,no,yes,developer
27,42557,1880,758-545-5150,dakota.brown637@example.com,no,no,customer_service
50,49261,1013,595-683-7898,taylor.patel169@example.com,yes,yes,analyst
57,55549,2634,226-420-4467,jordan.taylor373@example.com,yes,yes,designer
33,35124,1857,252-248-8570,jordan.johnson487@example.com,yes,yes,manager
62,53175,1488,325-937-2333,alex.robinson365@example.com,no,yes,operations
52,53509,3412,518-614-5384,lee.patel353@example.com,no,yes,marketing
20,45151,1274,300-618-5968,maya.thomas406@example.com,yes,no,teacher
22,94215,2734,766-868-1167,blake.moore586@example.com,no,yes,technician
43,39330,775,774-436-4082,logan.anderson385@example.com,no,no,sales
28,61878,836,456-912-3178,aidan.smith46@example.com,no,yes,developer
24,45706,2659,304-535-7459,devon.anderson870@example.com,no,yes,accountant
27,60381,1881,703-413-7629,taylor.moore278@example.com,no,no,customer_service
59,44684,1090,210-389-9438,maya.thomas288@example.com,yes,yes,driver
51,66670,3102,511-672-6741,maya.anderson727@example.com,no,yes,designer
20,72072,2553,520-499-5220,blake.martinez670@example.com,no,no,driver
25,95848,300,814-882-3307,aidan.jackson87@example.com,no,no,consultant
48,52051,3111,634-811-9271,taylor.anderson811@example.com,yes,yes,driver
28,100592,1189,371-955-4636,chris.wilson623@example.com,no,yes,operations
62,47246,578,877-517-9593,dakota.lewis12@example.com,no,yes,sales
24,59764,1420,152-371-1895,lee.smith339@example.com,yes,no,customer_service
62,103824,2160,327-791-4896,drew.martinez455@example.com,no,no,engineer
19,128865,2274,811-291-4094,chris.taylor411@example.com,yes,yes,developer
23,102091,647,651-435-2553,riley.johnson922@example.com,no,yes,driver
58,60081,858,587-833-5067,jordan.thomas146@example.com,yes,yes,accountant
49,76327,1477,522-459-8680,kelly.brown92@example.com,yes,yes,customer_service
37,80018,1538,948-447-5861,dakota.garcia843@example.com,no,yes,technician
51,72599,2924,298-311-2908,sam.jones962@example.com,no,yes,analyst
33,42827,1807,676-629-4161,lee.thomas593@example.com,no,yes,sales
42,70161,2905,113-118-6201,jordan.anderson701@example.com,no,no,driver
29,53871,3241,860-720-8686,aidan.johnson686@example.com,no,yes,customer_service
24,43695,2728,931-101-6382,taylor.garcia541@example.com,yes,yes,sales
56,58150,300,639-959-3384,casey.jackson672@example.com,no,yes,marketing
34,71937,1911,385-353-3644,drew.robinson754@example.com,yes,yes,teacher
62,87030,2042,584-300-9829,jordan.harris655@example.com,no,yes,designer
28,59414,2148,109-339-1918,dakota.miller700@example.com,yes,no,manager
23,63271,300,919-269-1680,alex.white210@example.com,yes,yes,driver
40,82686,1474,915-936-1472,dakota.moore156@example.com,no,yes,teacher
44,66559,906,868-571-9032,morgan.martinez411@example.com,no,yes,marketing
63,73394,1320,861-795-5324,drew.robinson169@example.com,no,no,manager
23,66715,1954,938-507-4470,devon.martinez627@example.com,no,yes,sales
55,69460,1496,302-783-5144,dakota.harris815@example.com,yes,yes,developer
19,41261,1390,826-788-4011,chris.white289@example.com,no,no,designer
39,67691,2012,194-217-2097,drew.johnson300@example.com,yes,yes,teacher
37,96413,1732,136-429-8551,jordan.jackson562@example.com,no,yes,customer_service
42,68718,2390,558-877-2449,maya.patel266@example.com,no,no,developer
32,46657,1801,491-430-3899,jordan.davis408@example.com,yes,yes,sales
46,97484,711,507-406-5166,drew.jackson634@example.com,yes,yes,consultant
25,80870,1220,543-248-2460,chris.martinez802@example.com,no,yes,engineer
54,81888,1888,361-898-8710,morgan.davis875@example.com,no,no,engineer
50,81291,1774,876-254-8092,drew.thomas859@example.com,no,no,designer
39,40220,857,820-726-4122,jordan.anderson20@example.com,no,yes,designer
64,79252,2843,171-739-6031,jordan.robinson233@example.com,yes,yes,consultant
22,95462,2497,860-929-4141,sam.smith793@example.com,yes,yes,manager
56,54436,1629,595-619-4358,alex.jackson55@example.com,no,yes,manager
35,22570,2044,333-829-7057,alex.miller241@example.com,yes,yes,consultant
55,73043,1182,443-982-9897,casey.miller218@example.com,yes,yes,customer_service
54,65720,3010,908-356-3889,jordan.jackson427@example.com,no,yes,accountant
47,30952,4165,605-853-8638,maya.moore949@example.com,yes,yes,driver
48,78318,1588,388-719-2848,drew.robinson725@example.com,no,yes,engineer
27,76666,3363,604-622-4801,jordan.white690@example.com,no,yes,marketing
32,32745,1382,849-658-1344,sam.robinson55@example.com,yes,yes,marketing
59,106565,1695,478-231-2234,chris.jackson909@example.com,yes,yes,designer
65,81525,3562,816-694-5172,lee.lewis177@example.com,no,no,operations
61,23414,2086,239-227-6028,taylor.lewis481@example.com,yes,yes,technician
35,83015,2853,853-762-2590,devon.jackson124@example.com,no,no,consultant
40,82376,1944,246-166-5567,riley.brown650@example.com,no,yes,engineer
50,96130,487,250-103-4089,jordan.thomas860@example.com,yes,yes,sales
33,51275,4421,623-355-5454,jordan.lewis993@example.com,no,no,engineer
55,83333,1994,151-628-7866,taylor.jackson267@example.com,no,yes,driver
52,59794,2348,838-132-1435,dakota.jackson378@example.com,no,yes,driver
51,52757,1504,518-948-3860,taylor.brown631@example.com,no,yes,operations
45,45970,2941,176-679-2073,riley.williams206@example.com,no,yes,analyst
19,23131,2871,541-769-6317,blake.lewis596@example.com,no,no,sales
47,76889,721,869-562-1376,blake.robinson868@example.com,no,yes,consultant
30,58993,2363,645-535-9915,lee.white745@example.com,no,yes,driver
58,18000,3033,371-991-8743,aidan.martinez20@example.com,yes,yes,marketing
33,66658,3340,254-420-4623,taylor.white72@example.com,no,yes,developer
22,90473,2814,259-422-6495,kelly.brown847@example.com,yes,yes,healthcare
45,36246,2898,219-413-7491,drew.taylor993@example.com,yes,no,marketing
56,49323,1687,145-445-3516,riley.harris595@example.com,yes,no,technician
62,74700,1032,481-721-6490,morgan.davis816@example.com,yes,yes,designer
37,18000,1905,558-318-6099,blake.anderson76@example.com,no,yes,manager
41,53259,1011,220-388-4629,jordan.brown913@example.com,no,no,sales
44,72625,1498,437-480-8555,blake.johnson289@example.com,no,no,operations
47,52655,1484,665-981-2936,jordan.garcia243@example.com,no,yes,developer
62,36444,1306,851-691-5296,lee.miller276@example.com,yes,yes,healthcare
44,37498,2706,301-355-9390,taylor.williams430@example.com,no,yes,sales
43,29534,1238,172-787-1406,aidan.thomas287@example.com,yes,yes,sales
24,51073,3944,894-892-2116,logan.martinez614@example.com,no,no,sales
59,88247,3140,763-179-7351,chris.miller947@example.com,no,no,operations
64,116962,3330,191-631-3130,blake.davis120@example.com,no,no,engineer
55,65796,1545,173-509-5866,lee.williams248@example.com,yes,yes,developer
22,81901,2390,970-283-3712,chris.martinez339@example.com,no,yes,designer
40,44302,1209,464-295-6503,jordan.harris787@example.com,yes,yes,sales
45,18984,2406,574-693-4654,jamie.johnson318@example.com,yes,no,engineer
51,105735,521,603-576-6416,kelly.jones940@example.com,yes,yes,operations
32,51908,3209,481-543-2985,jamie.harris717@example.com,no,yes,manager
49,80812,1587,309-593-3567,jamie.harris678@example.com,yes,yes,engineer
43,68486,2488,344-264-9153,casey.davis817@example.com,no,no,teacher
65,86881,2664,192-383-2911,devon.garcia321@example.com,no,no,sales
48,85990,1674,810-223-2590,devon.thomas267@example.com,yes,yes,healthcare
36,71110,1442,289-754-2340,dakota.garcia283@example.com,yes,no,technician
26,73531,2086,708-921-2616,jordan.moore485@example.com,yes,yes,engineer
46,91677,2963,208-894-1752,jordan.lewis570@example.com,no,no,driver
56,55987,2060,993-605-7934,devon.brown231@example.com,no,no,teacher
21,99224,2773,917-430-4043,aidan.jones960@example.com,no,no,teacher
20,49427,2954,303-812-9023,jordan.robinson193@example.com,no,yes,engineer
46,66685,2017,766-414-7408,alex.taylor527@example.com,no,no,engineer
28,78842,2093,388-681-9882,jordan.davis850@example.com,no,no,healthcare
50,29160,2332,580-779-4077,casey.johnson345@example.com,no,no,consultant
55,95401,3285,743-870-3337,dakota.lewis257@example.com,no,no,customer_service
28,75470,1874,304-792-6678,taylor.wilson531@example.com,no,yes,manager
44,137621,3281,431-747-6833,kelly.brown184@example.com,no,yes,technician
50,110775,2442,131-888-9383,aidan.robinson704@example.com,no,no,customer_service
38,64760,1500,506-702-9024,logan.thomas802@example.com,yes,yes,analyst
56,104283,2160,682-397-3082,jordan.jackson576@example.com,yes,no,operations
48,83641,1135,997-319-6737,maya.jones778@example.com,no,yes,operations
55,70084,921,431-151-3056,dakota.wilson844@example.com,yes,no,technician
63,28494,2777,279-102-2827,chris.jackson188@example.com,no,no,operations
19,33682,2958,266-350-6393,chris.garcia679@example.com,no,yes,developer
44,65096,2169,692-126-9309,sam.brown749@example.com,no,no,manager
53,54102,2245,838-451-7796,devon.lewis66@example.com,yes,yes,technician
28,69954,1652,372-416-6521,kelly.martinez288@example.com,yes,yes,manager
64,95192,2361,854-628-2719,jordan.anderson51@example.com,no,yes,operations
35,84029,4082,147-115-4776,devon.moore794@example.com,yes,yes,marketing
18,49682,3159,382-113-9558,lee.miller569@example.com,yes,yes,engineer
52,85349,2128,327-727-1735,chris.martinez84@example.com,no,yes,engineer
52,44891,2045,640-639-4476,drew.brown188@example.com,yes,yes,sales
48,39871,1842,507-657-4131,taylor.smith183@example.com,no,no,sales
45,73396,859,966-759-4123,sam.jackson774@example.com,no,yes,sales
56,47081,1741,249-935-7799,chris.johnson503@example.com,no,yes,consultant
18,50879,2841,760-271-3365,kelly.davis519@example.com,no,yes,engineer
42,86867,1315,760-715-1488,drew.brown962@example.com,yes,yes,accountant
60,79468,1934,750-731-2979,aidan.harris337@example.com,yes,yes,consultant
55,56820,1138,648-783-3171,devon.wilson154@example.com,no,yes,teacher
37,29248,2946,377-311-9897,logan.williams118@example.com,no,yes,teacher
20,48826,990,526-558-8700,aidan.wilson351@example.com,yes,no,accountant
19,107726,2763,852-756-8459,devon.davis631@example.com,no,yes,consultant
35,86264,3177,241-776-3693,logan.martinez354@example.com,no,yes,developer
61,96319,1893,277-184-8717,sam.taylor210@example.com,no,no,driver
27,70633,1547,434-488-5631,alex.patel233@example.com,no,yes,analyst
22,57277,2651,629-960-2695,chris.smith124@example.com,no,yes,technician
26,84914,3722,938-321-2637,taylor.garcia590@example.com,no,no,consultant
19,93200,3475,957-427-5696,aidan.williams133@example.com,no,yes,customer_service
51,54446,2130,769-699-4485,kelly.white215@example.com,yes,yes,sales
55,49309,1361,232-871-8346,kelly.garcia768@example.com,no,yes,engineer
48,31532,1980,922-388-8454,lee.anderson1@example.com,no,no,engineer
27,48755,595,463-182-8406,morgan.anderson340@example.com,no,yes,sales
29,79716,1672,544-165-7859,casey.thomas386@example.com,no,no,healthcare
53,51882,2628,213-952-7110,logan.white235@example.com,yes,yes,developer
38,85498,1851,903-695-8019,jordan.wilson637@example.com,no,yes,designer
